,name ,serving_size,calories,total_fat,saturated_fat,cholesterol,vitamin_a,vitamin_a_rae,vitamin_b12,vitamin_b6,vitamin_c,vitamin_e,tocopherol_alpha,vitamin_k,carbohydrate,fiber,sugars,fat
915,"Milk, fluid, indian buffalo",100 g,97,6.9g,4.6g,19,178,53,0.36,0.023,2.3,0,0,0,5.18 g,0.0 g,0,6.89 g
916,"Nuts, dried, black, walnuts",100 g,619,59g,3.5g,0,40,2,0,0.583,1.7,2.08,2.08,2.7,9.58 g,6.8 g,1.10 g,59.33 g
917,"ON THE BORDER, Mexican rice",100 g,195,4.9g,0.9g,0,61,3,0.09,0,0.3,0.59,0.59,12.3,34.15 g,1.1 g,1.38 g,4.86 g
918,"Mushrooms, raw, Chanterelle",100 g,38,0.5g,,0,0,0,0,0.044,0,0,0,0,6.86 g,3.8 g,1.16 g,0.53 g
919,"McDONALD'S, Baked Apple Pie",100 g,323,16g,4g,0,0,0,0,0.049,32.3,1.94,1.94,0,43.62 g,2.0 g,17.25 g,15.66 g
920,"McDONALD'S, Sausage Biscuit",100 g,376,25g,11g,29,26,8,0.39,0.128,0,0.75,0.75,0,27.20 g,1.2 g,1.97 g,25.40 g
921,"CHICK-FIL-A, Chick-n-Strips",100 g,228,11g,2.1g,56,0,0,0.19,0.476,1,1.56,1.56,0,10.39 g,0.9 g,1.24 g,11.20 g
922,"Edamame, unprepared, frozen",100 g,109,4.7g,,0,0,0,0,0.135,9.7,0.72,0.72,31.4,7.61 g,4.8 g,2.48 g,4.73 g
923,"Mollusks, raw, blue, mussel",100 g,86,2.2g,0.4g,28,160,48,12,0.05,8,0.55,0.55,0.1,3.69 g,0.0 g,0.00 g,2.24 g
924,"Quail, total edible, cooked",100 g,227,14g,4g,86,234,70,0.36,0.62,2.3,0.7,0.7,4.2,0.00 g,0.0 g,0.00 g,14.10 g
925,"Cereals, dry, CREAM OF RICE",100 g,370,0.5g,0.1g,0,0,0,0,0.195,0,0.11,0.11,0.1,82.40 g,0.7 g,0.30 g,0.50 g
926,"LEAN POCKETS, Ham N Cheddar",100 g,230,6.5g,2.4g,20,0,0,0.44,0.102,0.1,0.29,0.29,1.7,32.52 g,1.7 g,7.60 g,6.53 g
927,"Snacks, tropical, trail mix",100 g,442,17g,8.5g,0,49,2,0,0.327,7.6,0,0,0,65.60 g,0,0,17.10 g
928,"Nuts, full fat, acorn flour",100 g,501,30g,3.9g,0,51,3,0,0.688,0,0,0,0,54.65 g,0,0,30.17 g
929,"Sauce, ready-to-serve, fish",100 g,35,0g,,0,12,4,0.48,0.396,0.5,0,0,0,3.64 g,0.0 g,3.64 g,0.01 g
930,"Fish, raw, european, turbot",100 g,95,3g,0.8g,48,35,11,2.2,0.21,1.7,0,0,0,0.00 g,0.0 g,0,2.95 g
931,"Fast foods, caramel, sundae",100 g,196,6g,2.9g,16,170,45,0.39,0.03,2.2,0.58,0.58,0,31.81 g,0.0 g,0,5.98 g
932,"Pie fillings, canned, apple",100 g,100,0.1g,,0,24,2,0,0.016,1.7,0.04,0.04,0.5,26.10 g,1.0 g,13.80 g,0.10 g
933,"Sauce, ready-to-serve, plum",100 g,184,1g,0.2g,0,43,2,0,0.078,0.5,0,0,0,42.81 g,0.7 g,0,1.04 g
934,"Ostrich, cooked, inside leg",100 g,141,1.9g,0.7g,73,0,0,6.36,0.555,0,0.22,0.22,0,0.00 g,0.0 g,0.00 g,1.94 g
935,"Gravy, mushroom, CAMPBELL'S",100 g,34,1.7g,,8,0,0,0,0,0,0,0,0,5.08 g,0,1.69 g,1.69 g
936,"Snacks, smoked, beef sticks",100 g,550,50g,21g,133,250,13,1,0.205,6.8,0,0,0,5.40 g,0,0,49.60 g
937,"Cheese, whole milk, ricotta",100 g,174,13g,8.3g,51,445,120,0.34,0.043,0,0.11,0.11,1.1,3.04 g,0.0 g,0.27 g,12.98 g
938,SILK French Vanilla Creamer,100 g,133,6.7g,,0,0,0,0,0,0,0,0,0,20.00 g,0.0 g,20.00 g,6.67 g
939,"Bread, canned, boston brown",100 g,195,1.5g,0.3g,1,87,25,0.01,0.082,0,0.32,0.32,2.5,43.30 g,4.7 g,2.42 g,1.50 g
940,"Cheese, queso blanco, white",100 g,310,24g,14g,70,555,157,1.75,0.086,0,0.47,0.47,1.6,2.53 g,0,1.76 g,24.31 g
941,"Cheese, queso fresco, fresh",100 g,299,24g,13g,69,806,224,1.68,0.076,0,0.37,0.37,1,2.98 g,0.0 g,2.32 g,23.82 g
942,"Beverages, powder, Lemonade",100 g,376,1.1g,0.2g,0,0,0,0,0.026,39.9,0.14,0.14,0,97.57 g,0.4 g,94.70 g,1.05 g
943,"Apricots, sweetened, frozen",100 g,98,0.1g,,0,1680,84,0,0.06,9,0,0,0,25.10 g,2.2 g,0,0.10 g
944,"Muffins, toaster-type, corn",100 g,346,11g,1.7g,13,97,18,0.03,0.048,0,0,0,0,57.90 g,1.6 g,0,11.30 g
945,"Tomatoes, cooked, ripe, red",100 g,18,0.1g,,0,489,24,0,0.079,22.8,0.56,0.56,2.8,4.01 g,0.7 g,2.49 g,0.11 g
946,"Squash, raw, baby, zucchini",100 g,21,0.4g,0.1g,0,490,25,0,0.142,34.1,0,0,0,3.11 g,1.1 g,0,0.40 g
947,HORMEL Canadian Style Bacon,100 g,122,4.9g,1.8g,49,0,0,0,0,1.4,0,0,0,1.87 g,0,1.43 g,4.94 g
948,"McDONALD'S, QUARTER POUNDER",100 g,244,12g,4g,39,56,0,1.28,0,0.9,0,0,0,22.17 g,1.6 g,5.13 g,11.55 g
949,"Brotwurst, link, beef, pork",100 g,323,28g,9.9g,63,0,0,2.05,0.13,0,0.27,0.27,0,2.98 g,0.0 g,2.98 g,27.80 g
950,"Pork, cooked, ground, fresh",100 g,297,21g,7.7g,94,8,2,0.54,0.391,0.7,0.21,0.21,0,0.00 g,0.0 g,0.00 g,20.77 g
951,"Sausage, raw, pork, Italian",100 g,346,31g,11g,76,0,0,0.91,0.3,2,0,0,0,0.65 g,0.0 g,0,31.33 g
952,Ham and cheese loaf or roll,100 g,241,19g,7g,58,0,0,0.81,0.26,0,0.27,0.27,0,4.00 g,0.0 g,0.00 g,18.70 g
953,"CRACKER BARREL, steak fries",100 g,255,13g,2.4g,0,0,0,0,0.236,0.9,1.34,1.34,32.1,30.87 g,3.5 g,0.86 g,13.18 g
954,"McDONALD'S, Sausage Burrito",100 g,277,16g,6.4g,137,0,0,0.74,0.102,0,0,0,0,22.97 g,1.2 g,2.57 g,15.63 g
955,"Candies, CHUNKY Bar, NESTLE",100 g,475,28g,13g,10,0,0,0,0,0,0,0,0,60.00 g,2.5 g,52.50 g,27.50 g
956,"Fish, raw, freshwater, drum",100 g,119,4.9g,1.1g,64,170,51,2,0.3,1,0,0,0,0.00 g,0.0 g,0,4.93 g
957,"Pate, canned, chicken liver",100 g,201,13g,4g,391,724,217,8.07,0.26,10,0.98,0.98,0,6.55 g,0.0 g,0.00 g,13.10 g
958,"BURGER KING, Chicken Strips",100 g,292,15g,2.7g,44,11,3,0.15,0.402,1.1,3.93,3.93,6.3,20.49 g,1.3 g,0.00 g,15.25 g
959,"Pork, raw, salt pork, cured",100 g,748,81g,29g,86,0,0,0.29,0.08,0,0,0,0,0.00 g,0.0 g,0.00 g,80.50 g
960,"Cereals ready-to-eat, ALPEN",100 g,352,3.3g,0.5g,0,0,0,0.12,0.28,8.7,0.51,0.51,2.5,75.70 g,9.1 g,20.00 g,3.30 g
961,"Light ice cream, Creamsicle",100 g,165,3.1g,1.8g,8,324,93,0.36,0.038,13.8,0.09,0.09,0.3,32.75 g,0.0 g,18.46 g,3.08 g
962,"Toppings, marshmallow cream",100 g,322,0.3g,0.1g,0,1,0,0,0.002,0,0,0,0,79.00 g,0.1 g,46.80 g,0.30 g
963,"Fish, raw, Pacific, herring",100 g,195,14g,3.3g,77,106,32,10,0.45,0,0,0,0,0.00 g,0.0 g,0,13.88 g
964,"Sandwich spread, beef, pork",100 g,235,17g,6g,38,87,26,1.12,0.12,0,1.74,1.74,1.6,11.94 g,0.2 g,0.00 g,17.34 g
965,"Nuts, hazelnuts or filberts",100 g,628,61g,4.5g,0,20,1,0,0.563,6.3,15.03,15.03,14.2,16.70 g,9.7 g,4.34 g,60.75 g
966,"Babyfood, teething biscuits",100 g,392,4.2g,1.2g,7,116,28,0.07,0.111,9.1,1.1,1.1,0.5,76.40 g,1.4 g,12.65 g,4.20 g
967,"PACE, Organic Picante Sauce",100 g,25,0g,,0,625,0,0,0,0,0,0,0,6.25 g,3.1 g,6.25 g,0.00 g
968,"Peppers, raw, yellow, sweet",100 g,27,0.2g,,0,200,10,0,0.168,183.5,0,0,0,6.32 g,0.9 g,0,0.21 g
969,"Fish, raw, florida, pompano",100 g,164,9.5g,3.5g,50,132,40,1.3,0.2,0,0.18,0.18,0.1,0.00 g,0.0 g,0.00 g,9.47 g
970,"Potato salad, home-prepared",100 g,143,8.2g,1.4g,68,157,32,0,0.141,10,0,0,0,11.17 g,1.3 g,0,8.20 g
971,"GIRL SCOUTS, Chalet Cookies",100 g,478,19g,6.4g,0,0,0,0,0.02,0,0,0,0,72.30 g,1.5 g,35.40 g,19.10 g
972,"GIRL SCOUTS, Samoas Cookies",100 g,489,26g,18g,2,0,0,0,0.05,0,0,0,0,64.10 g,4.4 g,35.80 g,25.80 g
973,"Cheese, semisoft type, goat",100 g,364,30g,21g,79,1464,407,0.22,0.06,0,0.26,0.26,2.5,0.12 g,0.0 g,0.12 g,29.84 g
974,"Game meat, raw, ground, elk",100 g,172,8.8g,3.5g,66,0,0,2.13,0.336,0,0.28,0.28,0,0.00 g,0.0 g,0.00 g,8.82 g
975,"Candies, unsweetened, carob",100 g,540,31g,29g,1,10,1,0.28,0.13,0.5,1.57,1.57,7.7,56.29 g,3.8 g,34.11 g,31.36 g
976,"Babyfood, toddler, potatoes",100 g,52,0.1g,,0,0,0,0,0.07,10.5,0.02,0.02,0.2,11.73 g,0.9 g,0.91 g,0.10 g
977,"Veal, cooked, seam fat only",100 g,505,50g,16g,82,0,0,1.62,0.203,0,0.52,0.52,2.4,2.11 g,0.0 g,0.00 g,50.17 g
978,"Sauce, ready-to-serve, duck",100 g,245,0.1g,0.1g,0,168,8,0,0.032,0.9,0.2,0.2,0.3,60.61 g,0.6 g,30.54 g,0.13 g
979,"Corn dogs, prepared, frozen",100 g,250,12g,3.5g,44,166,48,0.48,0.117,0.5,0.6,0.6,5.8,26.96 g,1.0 g,7.54 g,12.02 g
980,"Seeds, paste, sesame butter",100 g,586,51g,7.1g,0,50,3,0,0.816,0,0,0,0,24.05 g,5.5 g,0,50.87 g
981,"Noodles, enriched, dry, egg",100 g,384,4.4g,1.2g,84,62,17,0.29,0.216,0,0.37,0.37,0.5,71.27 g,3.3 g,1.88 g,4.44 g
982,"Persimmons, dried, japanese",100 g,274,0.6g,,0,767,38,0,0,0,0,0,0,73.43 g,14.5 g,0,0.59 g
983,"Carrots, unprepared, frozen",100 g,36,0.5g,,0,14210,710,0,0.095,2.5,0.57,0.57,17.6,7.90 g,3.3 g,4.76 g,0.46 g
984,"Carambola, raw, (starfruit)",100 g,31,0.3g,,0,61,3,0,0.017,34.4,0.15,0.15,0,6.73 g,2.8 g,3.98 g,0.33 g
985,"Fast foods, chicken tenders",100 g,271,14g,2.5g,48,11,3,0.16,0.426,1.1,3.17,3.17,8,17.25 g,1.2 g,0.40 g,13.95 g
986,"Beans, home prepared, baked",100 g,155,5.2g,1.9g,5,0,0,0,0.09,1.1,0,0,0,21.63 g,5.5 g,0,5.15 g
987,"Cream, half and half, fluid",100 g,123,10g,7g,35,354,97,0.19,0.05,0.9,0.25,0.25,1.3,4.73 g,0.0 g,4.13 g,10.39 g
988,"SILK Light Vanilla, soymilk",100 g,33,0.8g,,0,206,0,1.23,0,0,0,0,0,4.12 g,0.4 g,2.88 g,0.82 g
989,"Turnips, unprepared, frozen",100 g,16,0.2g,,0,26,1,0,0.048,4.4,0,0,0,2.94 g,1.8 g,0,0.16 g
990,"PACE, Cilantro Chunky Salsa",100 g,25,0g,,0,313,0,0,0,0,0,0,0,6.25 g,3.1 g,6.25 g,0.00 g
991,"PACE, Chipotle Chunky Salsa",100 g,25,0g,,0,625,0,0,0,0,0,0,0,6.25 g,3.1 g,6.25 g,0.00 g
992,"Jams and preserves, apricot",100 g,242,0.2g,,0,205,10,0,0.02,8.8,0.13,0.13,0,64.40 g,0.3 g,43.40 g,0.20 g
993,"Butter, with salt, whipped",100 g,718,78g,45g,225,2468,683,0.07,0.008,0,1.37,1.37,4.6,2.87 g,0.0 g,0.06 g,78.30 g
994,"Ham, cooked, smoked, honey",100 g,122,2.4g,0.9g,22,0,0,0.38,0.231,0.6,0,0,0,7.27 g,0.0 g,0.00 g,2.37 g
995,"Spaghetti, cooked, spinach",100 g,130,0.6g,0.1g,0,152,8,0,0.096,0,0,0,0,26.15 g,0,0,0.63 g
996,"Bockwurst, raw, veal, pork",100 g,301,26g,10g,93,256,15,0.86,0.378,3.2,0.38,0.38,70.2,2.95 g,1.0 g,1.33 g,25.87 g
997,"Guinea hen, raw, meat only",100 g,110,2.5g,0.6g,63,41,12,0.37,0.47,1.7,0,0,0,0.00 g,0.0 g,0,2.47 g
998,"Cookies, soft-type, raisin",100 g,401,14g,3.5g,2,5,2,0.03,0.052,0.4,2.22,2.22,3.9,68.00 g,1.2 g,47.56 g,13.60 g
999,"Squash, raw, acorn, winter",100 g,40,0.1g,,0,367,18,0,0.154,11,0,0,0,10.42 g,1.5 g,0,0.10 g
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
